Unsinn	NN	Unsinn
?	$.	?
Die	PDS	die
jeht	VVFIN	jeht
ja	ADV	ja
vor	PTKVZ	vor
!	$.	!
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
für	APPR	für
sich	PRF	sich
,	$,	,
fast	ADV	fast
weinend	ADJD	weinend
.	$.	.
Hach	NN	Hach
nee	VVPP	nee
!	$.	!
Ich	PPER	ich
sag	VVIMP	sagen
schon	ADV	schon
!	$.	!
Sicher	ADJD	sicher
is	NE	is
er	PPER	er
nu	ITJ	nu
wieder	ADV	wieder
weg	PTKVZ	weg
,	$,	,
und	KON	und
vor	APPR	vor
morgen	ADV	morgen
früh	ADJD	früh
wer'n	VVFIN	wer'n
wir	PPER	wir
'	$(	'
n	VVFIN	n
ja	ADV	ja
dann	ADV	dann
natürlich	ADV	natürlich
nich	ADJD	nich
wieder	ADV	wieder
zu	PTKA	zu
sehn	VVIMP	sehnen
kriegen	VVINF	kriegen
!	$.	!
Nein	PTKANT	nein
,	$,	,
so	ADV	so
ein	ART	eine
Mann	NN	Mann
!	$.	!
So	ADV	so
ein	ART	eine
Mann	NN	Mann
!	$.	!
...	$.	...
ALBERT	NE	Albert
noch	ADV	noch
immer	ADV	immer
in	APPR	in
der	ART	die
Kammer	NN	Kammer
und	KON	und
vorm	APPRART	vorm
Spiegel	NN	Spiegel
.	$.	.
Hurrjott	NN	Hurrjott
,	$,	,
Mutter	NN	Mutter
!	$.	!
Räsonier	NN	Räsonier
doch	ADV	doch
nicht	PTKNEG	nicht
immer	ADV	immer
so	ADV	so
!	$.	!
Du	PPER	du
weißt	VVFIN	weißen
ja	ADV	ja
noch	ADV	noch
gar	ADV	gar
nich	ADJD	nich
!	$.	!
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
.	$.	.
Ach	ITJ	ach
was	PIS	was
!	$.	!
Laß	VVIMP	lassen
mich	PRF	ich
zufrieden	ADJD	zufrieden
!	$.	!
Beruf	VVIMP	berufen
mich	PRF	ich
nich	ADJD	nich
immer	ADV	immer
!	$.	!
Ich	PPER	ich
weiß	VVFIN	wissen
schon	ADV	schon
,	$,	,
was	PRELS	was
ich	PPER	ich
weiß	VVFIN	wissen
!	$.	!
Unwirsch	ADJD	unwirsch
zu	APPR	zu
Walter	NE	Walter
.	$.	.
Da	ADV	da
–	ADJD	–
haste	VVFIN	hasten
!	$.	!
Klapp	VVIMP	klappen
